,company,number_reviews,search_city,star_rating,summary,title,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page,expensive_city,rating_cat
26414,UnitedHealth Group,4370.0,"Minneapolis, MN",3.6,"Associate Data Scientist, NoSQL, Marklogic, MongoDB, Cassandra, HBase, R, Python, Data Science, computer science, IT, information technology, Hadoop, Hive,...","Associate Data Scientist - Eden Prairie, MN",,,0,13-18 days ago,0,1,0,low_rating
26415,Data Recognition Corporation,47.0,"Minneapolis, MN",4.25,"Data Recognition Corporation is an Affirmative Action/Equal Opportunity Employer, M/F/D/V. This position supports the Managing Senior, Psychometrics in the...",Statistical Analyst,,,0,1-6 days ago,0,1,0,high_rating
26416,"Preventice Services, LLC",0.0,"Minneapolis, MN",,"Participate in the areas of data science, data-driven analysis, signal processing, data mining, and machine learning....",DATA SCIENTIST,,,0,25-30 days ago,0,1,0,no_rating
26417,U.S. Bank,3084.0,"Minneapolis, MN",3.6,"Experience in traditional data processing, data mining, and text mining methods. Apply data visualization and summarization techniques to the analytical results...",Data Scientist,,,0,more than 30 days ago,0,1,0,low_rating
26418,Perrigo,121.0,"Minneapolis, MN",4.25,"The Scientist will provide technical support to assigned projects, using robust scientific methods which comply with standard operating procedures and...",Scientist - Analytical R&D,,,0,in the last day,1,1,0,high_rating
26419,Graco,61.0,"Minneapolis, MN",4.25,"Data Science/Data Analytics, Computer Science, Operations Research, Applied Mathematics, Statistics or related field....",MBA Data Scientist Intern,,,0,13-18 days ago,1,1,0,high_rating
26420,Amazon Corporate LLC,10517.0,"Minneapolis, MN",3.6,"Working with scientists and other engineers to investigate design approaches, prototype new technology, and evaluate technical feasibility....","AI Research/Software Development Engineer, Alexa Artificial...",,,0,more than 30 days ago,0,1,0,low_rating
26421,"Renaissance Learning, Inc.",14.0,"Minneapolis, MN",4.3,"Founded by parents, upheld by educators, and enriched by data scientists, Renaissance knows learning is a continual journey------from year to year, and for a...",Senior Software Engineer,,,0,more than 30 days ago,1,1,0,high_rating
26422,"Renaissance Learning, Inc.",14.0,"Minneapolis, MN",4.3,"Founded by parents, upheld by educators, and enriched by data scientists, Renaissance knows learning is a continual journey------from year to year, and for a...",Big Data Administrator,,,1,,1,2,0,high_rating
26423,Amazon Corporate LLC,10517.0,"Minneapolis, MN",3.6,"Working with scientists and other engineers to investigate design approaches, prototype new technology, and evaluate technical feasibility....","AI Research/Software Development Engineer, Alexa Artificial...",,,1,,0,2,0,low_rating
26424,TARGET,19289.0,"Minneapolis, MN",3.65,Data Analysis Deploy data-science and technology based algorithmic solutions to address business needs Recommend solutions to business problems based on...,Lead Data Scientist - Supply Chain Analysis and Fulfillment,,,1,,1,2,0,low_rating
26425,3M,1497.0,"Minneapolis, MN",4.3,Research and develop clinical data models to enhance 3M’s clinical data analytics platform. Our mission is to “Improve healthcare through developing new...,3M HIS Data Science Applied Research Internship (Multiple Lo...,,,0,13-18 days ago,0,2,0,high_rating
26426,UnitedHealth Group,4370.0,"Minneapolis, MN",3.6,"So when it comes to how we use the world's large accumulation of health-related information, or guide health and lifestyle choices or manage pharmacy benefits...",Healthcare Data Analysis Consultant - Telecommute,,,0,1-6 days ago,0,2,0,low_rating
26427,Seagate,257.0,"Minneapolis, MN",4.25,"Work closely with data scientists to design, build, test, and deploy workflows (data & analytics). Objectively evaluate statistical and data science software...",Engineer - Data Scientist - Entry Level,,,0,more than 30 days ago,0,2,0,high_rating
26428,When I Work,0.0,"Minneapolis, MN",,"Exploring When I Work data -- lots of different data streams to seek out trends, business intelligence, and any other key insights that will help the business...",Business Analyst & Data Hacker,,,0,more than 30 days ago,1,2,0,no_rating
26429,3M,1497.0,"Minneapolis, MN",4.3,"Skills in reporting, data mining, and other data analysis techniques to collect, explore, and extract insights from structure and unstructured data....","Data Architect Specialist (Woodbury, MN)",,,0,19-24 days ago,0,2,0,high_rating
26430,Bremer Bank,29.0,"Minneapolis, MN",4.25,"Knowledge of a statistical or analytical modeling language such as SAS, Gretl, R, SQL; Combination of education and experience generally attained through a...",Quantitative Analyst,,,0,more than 30 days ago,0,2,0,high_rating
26431,Honeywell,3625.0,"Minneapolis, MN",3.7,"Analysis, data visualization and machine learning solutions to address customer. As a Senior Data Scientist, you will....","Sr Data Scientist - Golden Valley, MN",,,0,more than 30 days ago,0,2,0,low_rating
26432,Seagate,257.0,"Minneapolis, MN",4.25,"Assist data scientists, power users and analysts with their complex data integration use cases and provide highly optimized solutions meeting their specific...",Data Architect / Analyst,,,0,25-30 days ago,0,2,0,high_rating
26433,Search Institute,0.0,"Minneapolis, MN",,"Collaborate in communicating project implementation, project status, and results. Design and implement data collection and management processes for linking...",Research Scientist - Measurement & Evaluation Focus,,,0,1-6 days ago,1,2,0,no_rating
26434,University of Minnesota,392.0,"Minneapolis, MN",4.34999975,Nucleic acid extraction and purification of both RNA and DNA from animal specimens using high-throughput magnetic bead methods and Real-Time TaqMan PCR for the...,Animal Diagnostic Prof 1 (Junior Scientist/Researcher 1),,,0,7-12 days ago,0,2,0,high_rating
26435,"Renaissance Learning, Inc.",14.0,"Minneapolis, MN",4.3,"Founded by parents, upheld by educators, and enriched by data scientists, Renaissance knows learning is a continual journey------from year to year, and for a...",Senior Software Engineer,,,1,,1,2,0,high_rating
26436,Predictive Science,0.0,"Minneapolis, MN",,This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the...,Data Scientist,,,1,,0,2,0,no_rating
26440,3M,1497.0,"Minneapolis, MN",4.3,Applying fundamental technical skills to provide support to design and develop new advanced materials with unique chemical and physical properties....,"Research Scientist (Maplewood, MN)",,,0,more than 30 days ago,0,3,0,high_rating
26441,Merrill Corporation,142.0,"Minneapolis, MN",3.6,"Demonstrated experience in building algorithmic, machine learning systems using programming tools like R or Python....",Principal Data Scientist (28232),,,0,1-6 days ago,0,3,0,low_rating
26442,When I Work,0.0,"Minneapolis, MN",,"Outstanding team player and understands the value of all members of an Analytics Team (Data Scientist, Data Analyst, Data Engineer, Data Plumber, Data Custodian...",Data Engineer,,,0,more than 30 days ago,1,3,0,no_rating
26443,"Renaissance Learning, Inc.",14.0,"Minneapolis, MN",4.3,"Founded by parents, upheld by educators, and enriched by data scientists, Renaissance knows learning is a continual journey------from year to year, and for a...",Big Data Administrator,,,0,more than 30 days ago,1,3,0,high_rating
26444,UnitedHealth Group,4370.0,"Minneapolis, MN",3.6,"So when it comes to how we use the world?s large accumulation of health-related information, or guide health and lifestyle choices or manage pharmacy benefits...",Senior Product Research Analyst - Telecommute,,,0,1-6 days ago,0,3,0,low_rating
26445,Wells Fargo,14379.0,"Minneapolis, MN",3.65,"May manage small projects and/or small segments of larger projects. Ability to gather, organize, and interpret data Other Desired Qualifications....",Research/Remediation Analyst 1 - Property Insurance Group,,,0,1-6 days ago,1,3,0,low_rating
26446,LexisNexis,367.0,"Minneapolis, MN",3.65,"0 – 3 years’ experience building predictive models or conducting data analysis using R, SAS or similar software package....",Associate Statistical Modeler,,,0,more than 30 days ago,1,3,0,low_rating
26447,Reed Elsevier,34.0,"Minneapolis, MN",3.6,"0 – 3 years’ experience building predictive models or conducting data analysis using R, SAS or similar software package....",Associate Statistical Modeler,,,0,more than 30 days ago,1,3,0,low_rating
26448,Zeiss Industrial Metrology,0.0,"Minneapolis, MN",,He/she provides support during demo as well as project phase by defining requirements and creating solutions required for proper data processing and decision...,SurfMax Data Analysis Engineer,,,0,19-24 days ago,0,3,0,no_rating
26449,U.S. Bank,3084.0,"Minneapolis, MN",3.6,Extensive hands-on data analysis experience with large data sets. Quantitative Data Analyst. Bank is seeking an accomplished Quantitative Data Analyst with...,Quantitative Data Analyst,,,0,more than 30 days ago,1,3,0,low_rating
26455,University of Minnesota,392.0,"Minneapolis, MN",4.34999975,The candidate should also have experience teaching or mentoring undergraduate and graduate researchers and consulting with other scientists regarding the use of...,Assistant Professor,,,0,7-12 days ago,0,4,0,high_rating
26456,ABBOTT LABORATORIES,1531.0,"Minneapolis, MN",4.34999975,Can lead a team of statisticians and programmers on a particular clinical program that can include several clinical trials....,Staff Statistician,,,0,more than 30 days ago,0,4,0,high_rating
26457,U.S. Bank,3084.0,"Minneapolis, MN",3.6,"Working knowledge of VBA, C/C++, SQL, SPSS, S-Plus, R is a plus. Experience applying Basel A-IRB regulatory capital rules....",Quantitative Analyst,,,0,more than 30 days ago,1,4,0,low_rating
26458,University of Minnesota,392.0,"Minneapolis, MN",4.34999975,"Provide advice and distribute newly developed reagents requested by collaborators and other scientists. The candidate will compile the data, prepare figures and...",Researcher 5,,,0,19-24 days ago,0,4,0,high_rating
26459,UnitedHealth Group,4370.0,"Minneapolis, MN",3.6,"So when it comes to how we use the world's large accumulation of health-related information, or guide health and lifestyle choices or manage pharmacy benefits...","Associate Statistical Programmer - Eden Prairie, MN",,,0,more than 30 days ago,0,4,0,low_rating
26460,3M,1497.0,"Minneapolis, MN",4.3,"Collect and prepare real world data for computer vision, machine learning, data science, probabilistic inference, and/or computational statistics applications....","Internship - Data Scientist Intern (Maplewood, MN)",,,0,more than 30 days ago,0,4,0,high_rating
26461,21Tech,0.0,"Minneapolis, MN",,"21Tech is looking for a Legal Research Analyst Senior to work at out client's site in Eagan, MN, This contract is initially funded for 2 months. Primary",Legal Research Analyst Senior,,,0,1-6 days ago,0,4,0,no_rating
26462,Medtronic,857.0,"Minneapolis, MN",4.25,"Develop Statistical Analysis Plans working with the Clinical Project Manager and team for various types of clinical studies (Feasibility, Pre-Market, Post...",Sr Statistician,,,0,more than 30 days ago,0,4,0,high_rating
26463,Parametric,0.0,"Minneapolis, MN",,"Preferred languages include R, Java, SQL, VBA, Matlab, Python, or C. All investments are subject to potential loss of principal....",Quantitative Analyst,,,0,more than 30 days ago,1,4,0,no_rating
